name,role,category,context
The Brave,Musician,entertainment,"Johnny Depp: The acting outlaw

Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents. Depp has become an unlik"
Terry Gilliam,Musician,entertainment,"Johnny Depp: The acting outlaw

Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents. Depp has become an unlik"
Las Vegas,Musician,entertainment,"Johnny Depp: The acting outlaw

Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents. Depp has become an unlik"
Sleepy Hollow,Musician,entertainment,"Johnny Depp: The acting outlaw

Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents. Depp has become an unlik"
Dame Judi,Musician,entertainment,"Johnny Depp: The acting outlaw

Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents. Depp has become an unlik"
Juliette Binoche,Musician,entertainment,"Johnny Depp: The acting outlaw

Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents. Depp has become an unlik"
Golden Globe,Musician,entertainment,"Johnny Depp: The acting outlaw

Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents. Depp has become an unlik"
Keith Richards,Musician,entertainment,"Johnny Depp: The acting outlaw

Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents. Depp has become an unlik"
Kate Winslet,Musician,entertainment,"Johnny Depp: The acting outlaw

Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents. Depp has become an unlik"
Marc Forster,Musician,entertainment,"Johnny Depp: The acting outlaw

Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents. Depp has become an unlik"
Vanessa Paradis,Musician,entertainment,"Johnny Depp: The acting outlaw

Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents. Depp has become an unlik"
Willy Wonka,Musician,entertainment,"Johnny Depp: The acting outlaw

Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents. Depp has become an unlik"
Roald Dahl,Musician,entertainment,"Johnny Depp: The acting outlaw

Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents. Depp has become an unlik"
Chocolate Factory,Musician,entertainment,"Johnny Depp: The acting outlaw

Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents. Depp has become an unlik"
The Fast,Musician,entertainment,"Johnny Depp: The acting outlaw

Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents. Depp has become an unlik"
Actress Roberts,Actor,entertainment,"Actress Roberts takes spider role

Actress Julia Roberts will play the part of a spider in a new film version of children's classic Charlotte's Web.

She will voice Charlotte, who teams up with a girl"
Actress Julia,Actor,entertainment,"Actress Roberts takes spider role

Actress Julia Roberts will play the part of a spider in a new film version of children's classic Charlotte's Web.

She will voice Charlotte, who teams up with a girl"
Oprah Winfrey,Actor,entertainment,"Actress Roberts takes spider role

Actress Julia Roberts will play the part of a spider in a new film version of children's classic Charlotte's Web.

She will voice Charlotte, who teams up with a girl"
John Cleese,Actor,entertainment,"Actress Roberts takes spider role

Actress Julia Roberts will play the part of a spider in a new film version of children's classic Charlotte's Web.

She will voice Charlotte, who teams up with a girl"
Steve Buscemi,Actor,entertainment,"Actress Roberts takes spider role

Actress Julia Roberts will play the part of a spider in a new film version of children's classic Charlotte's Web.

She will voice Charlotte, who teams up with a girl"
Dakota Fanning,Actor,entertainment,"Actress Roberts takes spider role

Actress Julia Roberts will play the part of a spider in a new film version of children's classic Charlotte's Web.

She will voice Charlotte, who teams up with a girl"
Gary Winick,Actor,entertainment,"Actress Roberts takes spider role

Actress Julia Roberts will play the part of a spider in a new film version of children's classic Charlotte's Web.

She will voice Charlotte, who teams up with a girl"
Johnny Depp,Actor,entertainment,"Film production 'falls' 40% in UK

The number of British films produced in the UK fell 40% in 2004, with movies starring Johnny Depp and Jude Law among those affected, Screen Daily has said.

Twenty-s"
Jude Law,Actor,entertainment,"Film production 'falls' 40% in UK

The number of British films produced in the UK fell 40% in 2004, with movies starring Johnny Depp and Jude Law among those affected, Screen Daily has said.

Twenty-s"
Screen Daily,Actor,entertainment,"Film production 'falls' 40% in UK

The number of British films produced in the UK fell 40% in 2004, with movies starring Johnny Depp and Jude Law among those affected, Screen Daily has said.

Twenty-s"
National Lottery,Actor,entertainment,"Film production 'falls' 40% in UK

The number of British films produced in the UK fell 40% in 2004, with movies starring Johnny Depp and Jude Law among those affected, Screen Daily has said.

Twenty-s"
Miramax Films,Actor,entertainment,"Film production 'falls' 40% in UK

The number of British films produced in the UK fell 40% in 2004, with movies starring Johnny Depp and Jude Law among those affected, Screen Daily has said.

Twenty-s"
Tulip Fever,Actor,entertainment,"Film production 'falls' 40% in UK

The number of British films produced in the UK fell 40% in 2004, with movies starring Johnny Depp and Jude Law among those affected, Screen Daily has said.

Twenty-s"
Keira Knightley,Actor,entertainment,"Film production 'falls' 40% in UK

The number of British films produced in the UK fell 40% in 2004, with movies starring Johnny Depp and Jude Law among those affected, Screen Daily has said.

Twenty-s"
The Libertine,Actor,entertainment,"Film production 'falls' 40% in UK

The number of British films produced in the UK fell 40% in 2004, with movies starring Johnny Depp and Jude Law among those affected, Screen Daily has said.

Twenty-s"
Marc Samuelson,Actor,entertainment,"Film production 'falls' 40% in UK

The number of British films produced in the UK fell 40% in 2004, with movies starring Johnny Depp and Jude Law among those affected, Screen Daily has said.

Twenty-s"
Vera Drake,Actor,entertainment,"Film production 'falls' 40% in UK

The number of British films produced in the UK fell 40% in 2004, with movies starring Johnny Depp and Jude Law among those affected, Screen Daily has said.

Twenty-s"
Calendar Girls,Actor,entertainment,"Film production 'falls' 40% in UK

The number of British films produced in the UK fell 40% in 2004, with movies starring Johnny Depp and Jude Law among those affected, Screen Daily has said.

Twenty-s"
Enduring Love,Actor,entertainment,"Film production 'falls' 40% in UK

The number of British films produced in the UK fell 40% in 2004, with movies starring Johnny Depp and Jude Law among those affected, Screen Daily has said.

Twenty-s"
Screen International,Actor,entertainment,"Film production 'falls' 40% in UK

The number of British films produced in the UK fell 40% in 2004, with movies starring Johnny Depp and Jude Law among those affected, Screen Daily has said.

Twenty-s"
Harry Potter,Actor,entertainment,"Film production 'falls' 40% in UK

The number of British films produced in the UK fell 40% in 2004, with movies starring Johnny Depp and Jude Law among those affected, Screen Daily has said.

Twenty-s"
Film Council,Actor,entertainment,"Film production 'falls' 40% in UK

The number of British films produced in the UK fell 40% in 2004, with movies starring Johnny Depp and Jude Law among those affected, Screen Daily has said.

Twenty-s"
